,artist,track,Week,Ranking
2017,"McGraw, Tim",My Best Friend,7,55
2018,Sugar Ray,Falls Apart,7,29
2019,Madonna,American Pie,7,40
2020,"Jones, Donell",Where I Wanna Be,7,36
2021,"Paisley, Brad",We Danced,7,39
2022,Lonestar,What About Now,7,47
2023,"Backstreet Boys, The",The One,7,39
2024,"Keith, Toby",How Do You Like Me Now?!,7,41
2025,"Strait, George",The Best Day,7,44
2026,"Dixie Chicks, The",Without You,7,48
2027,Musiq,Just Friends (Sunny),7,52
2028,"McEntire, Reba",What Do You Say,7,56
2029,"Braxton, Toni",Just Be A Man About It,7,32
2030,"Iglesias, Enrique",Rhythm Divine,7,33
2031,"Fabian, Lara",I Will Love Again,7,45
2032,Bon Jovi,It's My Life,7,36
2033,"Evans, Sara",Born To Fly,7,46
2034,"Chesney, Kenny",I Lost It,7,47
2035,J-Shin,One Night Stand,7,49
2036,Eve,Love Is Blind,7,34
2037,Aaliyah,I Don't Wanna,7,35
2038,"Montgomery, John Michael",The Little Girl,7,41
2039,"Carter, Aaron",Aaron's Party (Come Get It),7,43
2040,"Vassar, Phil",Just Another Day In Paradise,7,43
2041,Ice Cube,You Can Do It,7,35
2042,"Wills, Mark",Back At One,7,36
2043,Lucy Pearl,Dance Tonight,7,42
2044,"Jackson, Alan",It Must Be Love,7,44
2045,"Griggs, Andy",She's More,7,52
2046,No Doubt,Simple Kind Of Life,7,52
2047,"Jean, Wyclef",911,7,43
2048,Rascal Flatts,Prayin' For Daylight,7,58
2049,Vitamin C,Graduation (Friends Forever),7,40
2050,"Gilman, Billy",One Voice,7,56
2051,Lonestar,Smile,7,44
2052,"Rogers, Kenny",Buy Me A Rose,7,46
2053,"Lawrence, Tracy",Lessons Learned,7,48
2054,"Strait, George",Go On,7,46
2055,Sisqo,Got To Get It,7,48
2056,Baha Men,Who Let The Dogs Out,7,61
2057,"Walker, Clay",The Chain Of Love,7,44
2058,"McBride, Martina",Love's The Only House,7,52
2059,Amber,Sexual (Li Da Di),7,93
2060,"Tippin, Aaron",Kiss This,7,47
2061,SheDaisy,I Will.. But,7,48
2062,"Raye, Collin",Couldn't Last A Moment,7,63
2063,Black Rob,Whoa!,7,43
2064,"Jackson, Alan",Pop A Top,7,55
2065,"Black, Clint",Been There,7,51
2066,Common,The Light,7,49
2067,"Vassar, Phil",Carlene,7,47
2068,"Jackson, Alan",www.memory,7,47
2069,Vitamin C,The Itch,7,76
2070,"Eastsidaz, The",G'D Up,7,47
2071,Ideal,Whatever,7,54
2072,"Thomas, Carl",Emotional,7,53
2073,Ginuwine,None Of Ur Friends Business,7,48
2074,"Davidson, Clay",Unconditional,7,74
2075,DMX,What You Want,7,62
2076,"John, Elton",Someday Out Of The Blue,7,64
2077,Pearl Jam,Nothing As It Seems,7,101
2078,Mya,The Best Of Me,7,50
2079,"Heatherly, Eric",Flowers On The Wall,7,72
2080,Eminem,Stan,7,51
2081,"McEntire, Reba",I'll Be,7,61
2082,"Lopez, Jennifer",Feelin' Good,7,54
2083,"Urban, Keith",Your Everything,7,60
2084,TLC,Dear Lie,7,92
2085,"Gill, Vince",Feels Like Love,7,59
2086,"Houston, Whitney",Could I Have This Kiss Forever,7,60
2087,Bloodhound Gang,The Bad Touch,7,72
2088,"Williams, Robbie",Angels,7,56
2089,"Messina, Jo Dee",Because You Love Me,7,53
2090,"Keith, Toby",Country Comes To Town,7,59
2091,Beenie Man,Girls Dem Sugar,7,54
2092,"Hill, Faith",Let's Make Love,7,60
2093,Kelis,Caught Out There,7,56
2094,Jay-Z,Anything,7,86
2095,3 Doors Down,Loser,7,55
2096,Brooks & Dunn,You'll Always Be Loved By Me,7,82
2097,"Chesney, Kenny",What I Need To Do,7,62
2098,"Stone, Angie",No More Rain (In This Cloud),7,56
2099,Da Brat,That's What I'm Looking For,7,63
2100,SheDaisy,This Woman Needs,7,61
2101,Papa Roach,Last Resort,7,61
2102,"Adams, Yolanda",Open My Heart,7,61
2103,Shyne,Bad Boyz,7,61
2104,R.E.M.,The Great Beyond,7,61
2105,"Diffie, Joe",It's Always Somethin',7,63
2106,"McGraw, Tim",Some Things Never Change,7,60
2107,"Henley, Don",Taking You Home,7,58
2108,Eminem,The Way I Am,7,59
2109,Nas,You Owe Me,7,67
2110,Sister Hazel,Change Your Mind,7,78
2111,Puff Daddy,Best Friend,7,101
2112,"McBride, Martina",There You Are,7,60
2113,Usher,Pop Ya Collar,7,93
2114,Lil' Kim,No Matter What They Say,7,81
2115,LFO,I Don't Wanna Kiss You Goodnight,7,101
2116,SheDaisy,Deck The Halls,7,101
2117,Splender,I Think God Can Explain,7,65
2118,"Simpson, Jessica",Where You Are,7,101
2119,M2M,Mirror Mirror,7,65
2120,Kumbia Kings,U Don't Love Me,7,75
2121,Joe,Treat Her Like A Lady,7,68
2122,"Blige, Mary J.",Deep Inside,7,64
2123,"Price, Kelly",You Should've Told Me,7,79
2124,Changing Faces,That Other Woman,7,65
2125,"Wright, Chely",It Was,7,64
2126,Limp Bizkit,Rollin',7,67
2127,Hot Boys,I Need A Hot Girl,7,69
2128,Jay-Z,Do It Again (Put Ya Hands Up),7,92
2129,"Adkins, Trace",More,7,68
2130,"Dixie Chicks, The",Cold Day In July,7,65
2131,"Price, Kelly",As We Lay,7,82
2132,DMX,What's My Name,7,76
2133,"Martin, Ricky",Private Emotion,7,101
2134,Nine Days,If I Am,7,101
2135,"Blige, Mary J.",Give Me You,7,89
2136,Red Hot Chili Peppers,Californication,7,75
2137,Third Eye Blind,Deep Inside Of You,7,72
2138,"Brooks, Garth",Do What You Gotta Do,7,101
2139,"Offspring, The",Original Prankster,7,91
2140,"Anthony, Marc",My Baby You,7,74
2141,"Houston, Whitney","Same Script, Different Cast",7,77
2142,D'Angelo,Left & Right,7,101
2143,"Kravitz, Lenny",I Belong To You,7,90
2144,"Loveless, Patty",That's The Kind Of Mood I'm In,7,82
2145,Q-Tip,Breathe And Stop,7,101
2146,"Rimes, LeAnn",Can't Fight The Moonlight,7,78
2147,Lil Wayne,Tha Block Is Hot,7,81
2148,2 Pac,Baby Don't Cry (Keep Ya Head Up II),7,99
2149,"Wallflowers, The",Sleepwalker,7,101
2150,Drama,"Left, Right, Left",7,80
2151,Limp Bizkit,N 2 Gether Now,7,84
2152,Lox,"Ryde or Die, Chick",7,97
2153,Ying Yang Twins,Whistle While You Twurk,7,74
2154,"Walker, Clay","Live, Laugh, Love",7,82
2155,Metallica,No Leaf Clover (Live),7,86
2156,Yankee Grey,Another Nine Minutes,7,88
2157,"Bega, Lou",Tricky Tricky ,7,101
2158,Big Punisher,It's So Hard,7,76
2159,"Worley, Darryl",When You Need My Love,7,84
2160,Lil' Kim,How Many Licks?,7,101
2161,"Clark, Terri",A Little Gasoline,7,101
2162,"Brock, Chad",A Country Boy Can Survive,7,101
2163,"Cagle, Chris",My Love Goes On And On,7,76
2164,"Byrd, Tracy",Put Your Hand In Mine,7,92
2165,Metallica,I Disappear,7,81
2166,Jay-Z,Hey Papi,7,80
2167,Fatboy Slim,The Rockafeller Skank,7,83
2168,"Levert, Gerald",Mr. Too Damn Good,7,88
2169,"McKnight, Brian",Stay Or Let It Go,7,100
2170,"Allan, Gary",Smoke Rings In The Dark,7,101
2171,Ginuwine,The Best Man I Can Be,7,85
2172,Before Dark,Monica,7,91
2173,"Estefan, Gloria",No Me Dejes De Querer,7,101
2174,Stone Temple Pilots,Sour Girl,7,89
2175,Montgomery Gentry,Daddy Won't Sell The Farm,7,101
2176,"Cyrus, Billy Ray",You Won't Be Lonely Now,7,85
2177,Clark Family Experience,Meanwhile Back At The Ranch,7,82
2178,"Thomas, Carl",Summer Rain,7,84
2179,"Yearwood, Trisha",Real Live Woman,7,101
2180,Trick Daddy,Shut Up,7,89
2181,"Moore, Chante",Straight Up,7,83
2182,Cam'ron,What Means The World To You,7,88
2183,Juvenile,U Understand,7,101
2184,"Hollister, Dave",Can't Stay,7,101
2185,Tamia,Can't Go For That,7,101
2186,LFO,West Side Story,7,101
2187,"Paisley, Brad",Me Neither,7,101
2188,"Carter, Torrey",Take That,7,99
2189,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),7,101
2190,Madison Avenue,Don't Call Me Baby,7,92
2191,Eve,Got It All,7,101
2192,Limp Bizkit,Re-Arranged,7,96
2193,"Spencer, Tracie",Still In My Heart,7,101
2194,Nu Flavor,3 Little Words,7,99
2195,Tamar,If You Don't Wanna Love Me,7,101
2196,"Levert, Gerald",Baby U Are,7,101
2197,"Hart, Beth",L.A. Song,7,98
2198,"Diffie, Joe",The Quittin' Kind,7,101
2199,Funkmaster Flex,Do You,7,100
2200,"Price, Kelly",Love Sets You Free,7,101
2201,En Vogue,Riddle,7,101
2202,"Herndon, Ty",No Mercy,7,94
2203,Anastacia,I'm Outta Love,7,101
2204,Trina,Pull Over,7,101
2205,Lil' Mo,Ta Da,7,99
2206,A*Teens,Dancing Queen,7,101
2207,"Sheist, Shade",Where I Wanna Be,7,101
2208,De La Soul,All Good?,7,101
2209,"Larrieux, Amel",Get Up,7,101
2210,"Braxton, Toni",Spanish Guitar,7,101
2211,Tuesday,I Know,7,101
2212,LL Cool J,Imagine That,7,101
2213,Master P,Souljas,7,101
2214,Ghostface Killah,Cherchez LaGhost,7,101
2215,"Smith, Will",Freakin' It,7,101
2216,Zombie Nation,Kernkraft 400,7,101
2217,"Eastsidaz, The",Got Beef,7,101
2218,Fragma,Toca's Miracle,7,101
2219,Destiny's Child,Independent Women Part I,8,5
2220,Santana,"Maria, Maria",8,2
2221,Savage Garden,I Knew I Loved You,8,6
2222,Madonna,Music,8,1
2223,"Aguilera, Christina",Come On Over Baby (All I Want Is You),8,9
2224,Janet,Doesn't Really Matter,8,10
2225,Destiny's Child,Say My Name,8,16
2226,"Iglesias, Enrique",Be With You,8,8
2227,Sisqo,Incomplete,8,1
2228,Lonestar,Amazed,8,29
2229,N'Sync,It's Gonna Be Me,8,9
2230,"Aguilera, Christina",What A Girl Wants,8,1
2231,Vertical Horizon,Everything You Want,8,26
2232,Creed,With Arms Wide Open,8,75
2233,Aaliyah,Try Again,8,14
2234,matchbox twenty,Bent,8,16
2235,"Carey, Mariah",Thank God I Found You,8,22
2236,"Hill, Faith",Breathe,8,28
2237,Mya,Case Of The Ex (Whatcha Gonna Do),8,18
2238,Dream,He Loves U Not,8,27
2239,"Braxton, Toni",He Wasn't Man Enough,8,2
2240,"Anthony, Marc",You Sang To Me,8,18
2241,98¡,Give Me Just One Night (Una Noche),8,2
2242,Destiny's Child,Jumpin' Jumpin',8,37
2243,3 Doors Down,Kryptonite,8,53
2244,Sisqo,Thong Song,8,16
2245,"Aguilera, Christina",I Turn To You,8,17
2246,"Houston, Whitney",My Love Is Your Love,8,7
2247,Joe,I Wanna Know,8,28
2248,"Jordan, Montell",Get It On.. Tonite,8,43
2249,N'Sync,Bye Bye Bye,8,5
2250,Eminem,The Real Slim Shady,8,4
2251,Pink,Most Girls,8,13
2252,"Mumba, Samantha",Gotta Tell You,8,10
2253,Blaque,Bring It All To Me,8,14
2254,"Elliott, Missy ""Misdemeanor""",Hot Boyz,8,7
2255,"Gray, Macy",I Try,8,12
2256,N'Sync,This I Promise You,8,7
2257,Ruff Endz,No More,8,10
2258,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,8,10
2259,Nine Days,Absolutely (Story Of A Girl),8,20
2260,"Dion, Celine",That's The Way It Is,8,30
2261,Blink-182,All The Small Things,8,35
2262,Eiffel 65,Blue (Da Ba Dee),8,6
2263,"Badu, Erkyah",Bag Lady,8,6
2264,Pink,There U Go,8,12
2265,Creed,Higher,8,52
2266,Nelly,(Hot S**t) Country Grammar,8,24
2267,Next,Wifey,8,22
2268,Kenny G,Auld Lang Syne (The Millenium Mix),8,101
2269,Sonique,It Feels So Good,8,16
2270,"Spears, Britney",Oops!.. I Did It Again,8,9
2271,"Backstreet Boys, The",Shape Of My Heart,8,9
2272,Everclear,Wonderful,8,23
2273,Ja Rule,Between Me And You,8,16
2274,"Rimes, LeAnn",I Need You,8,53
2275,Smash Mouth,Then The Morning Comes,8,16
2276,Jay-Z,I Just Wanna Love U (Give It 2 Me),8,14
2277,Jagged Edge,Let's Get Married,8,29
2278,Filter,Take A Picture,8,31
2279,"Martin, Ricky",She Bangs,8,13
2280,Mystikal,Shake Ya Ass,8,15
2281,BBMak,Back Here,8,21
2282,"Spears, Britney",From The Bottom Of My Broken Heart,8,24
2283,Third Eye Blind,Never Let You Go,8,21
2284,Red Hot Chili Peppers,Otherside,8,37
2285,Profyle,Liar,8,19
2286,Barenaked Ladies,Pinch Me,8,29
2287,Jagged Edge,He Can't Love U,8,18
2288,504 Boyz,Wobble Wobble,8,49
2289,Sting,Desert Rose,8,35
2290,Jay-Z,Big Pimpin',8,23
2291,Kid Rock,Only God Knows Why,8,23
2292,Foo Fighters,Learn To Fly,8,32
2293,"Dixie Chicks, The",Goodbye Earl,8,19
2294,Guy,Dancin',8,58
2295,Lil Bow Wow,Bounce With Me,8,20
2296,Westlife,Swear It Again,8,44
2297,Train,Meet Virginia,8,32
2298,"Thomas, Carl",I Wish,8,20
2299,Hanson,This Time Around,8,101
2300,"Simpson, Jessica",I Think I'm In Love With You,8,21
2301,Ludacris,What's Your Fantasy,8,32
2302,Lil' Zane,Callin' Me,8,46
2303,M2M,Don't Say You Love Me,8,21
2304,SoulDecision,Faded,8,27
2305,"Brock, Chad",Yes!,8,33
2306,"Martin, Ricky",Shake Your Bon-Bon,8,46
2307,Vertical Horizon,You're A God,8,29
2308,Avant,Separated,8,32
2309,"Rimes, LeAnn",Big Deal,8,37
2310,IMx,Stay The Night,8,31
2311,Dr. Dre,The Next Episode,8,27
2312,"Spears, Britney",Lucky,8,40
2313,Savage Garden,Crash And Burn,8,24
2314,Kandi,Don't Think I'm Not,8,33
2315,Sammie,I Like It,8,29
2316,Goo Goo Dolls,Broadway,8,25
2317,"Moore, Mandy",I Wanna Be With You,8,28
2318,Dr. Dre,Forgot About Dre,8,31
2319,D'Angelo,Untitled (How Does It Feel),8,28
2320,"Messina, Jo Dee",That's The Way,8,30
2321,Avant,My First Love,8,26
2322,Son By Four,A Puro Dolor (Purest Of Pain),8,64
2323,Da Brat,What'Chu Like,8,33
2324,DMX,Party Up (Up In Here),8,32
2325,"Dixie Chicks, The",Cowboy Take Me Away,8,39
2326,"McGraw, Tim",My Next Thirty Years,8,31
2327,"Tritt, Travis",Best Of Intentions,8,48
2328,Alice Deejay,Better Off Alone,8,29
2329,Hoku,Another Dumb Blonde,8,27
2330,"Houston, Whitney",I Learned From The Best,8,36
2331,Counting Crows,Hanginaround,8,35
2332,Mary Mary,Shackles (Praise You),8,28
2333,"Carey, Mariah",Crybaby,8,101
2334,"McGraw, Tim",My Best Friend,8,46
2335,Sugar Ray,Falls Apart,8,32
2336,Madonna,American Pie,8,58
2337,"Jones, Donell",Where I Wanna Be,8,41
2338,"Paisley, Brad",We Danced,8,34
2339,Lonestar,What About Now,8,39
2340,"Backstreet Boys, The",The One,8,47
2341,"Keith, Toby",How Do You Like Me Now?!,8,36
2342,"Strait, George",The Best Day,8,41
2343,"Dixie Chicks, The",Without You,8,46
2344,Musiq,Just Friends (Sunny),8,44
2345,"McEntire, Reba",What Do You Say,8,51
2346,"Braxton, Toni",Just Be A Man About It,8,34
2347,"Iglesias, Enrique",Rhythm Divine,8,32
2348,"Fabian, Lara",I Will Love Again,8,40
2349,Bon Jovi,It's My Life,8,33
2350,"Evans, Sara",Born To Fly,8,44
2351,"Chesney, Kenny",I Lost It,8,47
2352,J-Shin,One Night Stand,8,45
2353,Eve,Love Is Blind,8,39
2354,Aaliyah,I Don't Wanna,8,38
2355,"Montgomery, John Michael",The Little Girl,8,35
2356,"Carter, Aaron",Aaron's Party (Come Get It),8,79
2357,"Vassar, Phil",Just Another Day In Paradise,8,38
2358,Ice Cube,You Can Do It,8,46
2359,"Wills, Mark",Back At One,8,39
2360,Lucy Pearl,Dance Tonight,8,42
2361,"Jackson, Alan",It Must Be Love,8,39
2362,"Griggs, Andy",She's More,8,51
2363,No Doubt,Simple Kind Of Life,8,55
2364,"Jean, Wyclef",911,8,38
2365,Rascal Flatts,Prayin' For Daylight,8,58
2366,Vitamin C,Graduation (Friends Forever),8,40
2367,"Gilman, Billy",One Voice,8,55
2368,Lonestar,Smile,8,42
2369,"Rogers, Kenny",Buy Me A Rose,8,43
2370,"Lawrence, Tracy",Lessons Learned,8,48
2371,"Strait, George",Go On,8,46
2372,Sisqo,Got To Get It,8,48
2373,Baha Men,Who Let The Dogs Out,8,58
2374,"Walker, Clay",The Chain Of Love,8,43
2375,"McBride, Martina",Love's The Only House,8,48
2376,Amber,Sexual (Li Da Di),8,96
2377,"Tippin, Aaron",Kiss This,8,45
2378,SheDaisy,I Will.. But,8,47
2379,"Raye, Collin",Couldn't Last A Moment,8,63
2380,Black Rob,Whoa!,8,47
2381,"Jackson, Alan",Pop A Top,8,55
2382,"Black, Clint",Been There,8,47
2383,Common,The Light,8,51
2384,"Vassar, Phil",Carlene,8,45
2385,"Jackson, Alan",www.memory,8,45
2386,Vitamin C,The Itch,8,95
2387,"Eastsidaz, The",G'D Up,8,55
2388,Ideal,Whatever,8,54
2389,"Thomas, Carl",Emotional,8,52
2390,Ginuwine,None Of Ur Friends Business,8,48
2391,"Davidson, Clay",Unconditional,8,69
2392,DMX,What You Want,8,60
2393,"John, Elton",Someday Out Of The Blue,8,73
2394,Pearl Jam,Nothing As It Seems,8,101
2395,Mya,The Best Of Me,8,56
2396,"Heatherly, Eric",Flowers On The Wall,8,67
2397,Eminem,Stan,8,57
2398,"McEntire, Reba",I'll Be,8,57
2399,"Lopez, Jennifer",Feelin' Good,8,51
2400,"Urban, Keith",Your Everything,8,59
2401,TLC,Dear Lie,8,101
2402,"Gill, Vince",Feels Like Love,8,58
2403,"Houston, Whitney",Could I Have This Kiss Forever,8,52
2404,Bloodhound Gang,The Bad Touch,8,80
2405,"Williams, Robbie",Angels,8,64
2406,"Messina, Jo Dee",Because You Love Me,8,57
2407,"Keith, Toby",Country Comes To Town,8,58
2408,Beenie Man,Girls Dem Sugar,8,60
2409,"Hill, Faith",Let's Make Love,8,60
2410,Kelis,Caught Out There,8,59
2411,Jay-Z,Anything,8,92
2412,3 Doors Down,Loser,8,59
2413,Brooks & Dunn,You'll Always Be Loved By Me,8,74
2414,"Chesney, Kenny",What I Need To Do,8,58
2415,"Stone, Angie",No More Rain (In This Cloud),8,60
2416,Da Brat,That's What I'm Looking For,8,56
2417,SheDaisy,This Woman Needs,8,68
2418,Papa Roach,Last Resort,8,61
2419,"Adams, Yolanda",Open My Heart,8,58
2420,Shyne,Bad Boyz,8,57
2421,R.E.M.,The Great Beyond,8,66
2422,"Diffie, Joe",It's Always Somethin',8,69
2423,"McGraw, Tim",Some Things Never Change,8,58
2424,"Henley, Don",Taking You Home,8,58
2425,Eminem,The Way I Am,8,62
2426,Nas,You Owe Me,8,67
2427,Sister Hazel,Change Your Mind,8,81
2428,Puff Daddy,Best Friend,8,101
2429,"McBride, Martina",There You Are,8,60
2430,Usher,Pop Ya Collar,8,101
2431,Lil' Kim,No Matter What They Say,8,86
2432,LFO,I Don't Wanna Kiss You Goodnight,8,101
2433,SheDaisy,Deck The Halls,8,101
2434,Splender,I Think God Can Explain,8,71
2435,"Simpson, Jessica",Where You Are,8,101
2436,M2M,Mirror Mirror,8,86
2437,Kumbia Kings,U Don't Love Me,8,87
2438,Joe,Treat Her Like A Lady,8,67
2439,"Blige, Mary J.",Deep Inside,8,64
2440,"Price, Kelly",You Should've Told Me,8,75
2441,Changing Faces,That Other Woman,8,66
2442,"Wright, Chely",It Was,8,75
2443,Limp Bizkit,Rollin',8,73
2444,Hot Boys,I Need A Hot Girl,8,77
2445,Jay-Z,Do It Again (Put Ya Hands Up),8,96
2446,"Adkins, Trace",More,8,65
2447,"Dixie Chicks, The",Cold Day In July,8,70
2448,"Price, Kelly",As We Lay,8,89
2449,DMX,What's My Name,8,90
2450,"Martin, Ricky",Private Emotion,8,101
2451,Nine Days,If I Am,8,101
2452,"Blige, Mary J.",Give Me You,8,90
2453,Red Hot Chili Peppers,Californication,8,84
2454,Third Eye Blind,Deep Inside Of You,8,79
2455,"Brooks, Garth",Do What You Gotta Do,8,101
2456,"Offspring, The",Original Prankster,8,89
2457,"Anthony, Marc",My Baby You,8,80
2458,"Houston, Whitney","Same Script, Different Cast",8,88
2459,D'Angelo,Left & Right,8,101
2460,"Kravitz, Lenny",I Belong To You,8,90
2461,"Loveless, Patty",That's The Kind Of Mood I'm In,8,81
2462,Q-Tip,Breathe And Stop,8,101
2463,"Rimes, LeAnn",Can't Fight The Moonlight,8,78
2464,Lil Wayne,Tha Block Is Hot,8,81
2465,2 Pac,Baby Don't Cry (Keep Ya Head Up II),8,101
2466,"Wallflowers, The",Sleepwalker,8,101
2467,Drama,"Left, Right, Left",8,86
2468,Limp Bizkit,N 2 Gether Now,8,86
2469,Lox,"Ryde or Die, Chick",8,101
2470,Ying Yang Twins,Whistle While You Twurk,8,78
2471,"Walker, Clay","Live, Laugh, Love",8,74
2472,Metallica,No Leaf Clover (Live),8,93
2473,Yankee Grey,Another Nine Minutes,8,95
2474,"Bega, Lou",Tricky Tricky ,8,101
2475,Big Punisher,It's So Hard,8,76
2476,"Worley, Darryl",When You Need My Love,8,80
2477,Lil' Kim,How Many Licks?,8,101
2478,"Clark, Terri",A Little Gasoline,8,101
2479,"Brock, Chad",A Country Boy Can Survive,8,101
2480,"Cagle, Chris",My Love Goes On And On,8,76
2481,"Byrd, Tracy",Put Your Hand In Mine,8,99
2482,Metallica,I Disappear,8,81
2483,Jay-Z,Hey Papi,8,78
2484,Fatboy Slim,The Rockafeller Skank,8,82
2485,"Levert, Gerald",Mr. Too Damn Good,8,97
2486,"McKnight, Brian",Stay Or Let It Go,8,93
2487,"Allan, Gary",Smoke Rings In The Dark,8,101
2488,Ginuwine,The Best Man I Can Be,8,82
2489,Before Dark,Monica,8,91
2490,"Estefan, Gloria",No Me Dejes De Querer,8,101
2491,Stone Temple Pilots,Sour Girl,8,88
2492,Montgomery Gentry,Daddy Won't Sell The Farm,8,101
2493,"Cyrus, Billy Ray",You Won't Be Lonely Now,8,80
2494,Clark Family Experience,Meanwhile Back At The Ranch,8,84
2495,"Thomas, Carl",Summer Rain,8,82
2496,"Yearwood, Trisha",Real Live Woman,8,101
2497,Trick Daddy,Shut Up,8,87
2498,"Moore, Chante",Straight Up,8,97
2499,Cam'ron,What Means The World To You,8,87
2500,Juvenile,U Understand,8,101
2501,"Hollister, Dave",Can't Stay,8,101
2502,Tamia,Can't Go For That,8,101
2503,LFO,West Side Story,8,101
2504,"Paisley, Brad",Me Neither,8,101
2505,"Carter, Torrey",Take That,8,101
2506,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),8,101
2507,Madison Avenue,Don't Call Me Baby,8,92
2508,Eve,Got It All,8,101
2509,Limp Bizkit,Re-Arranged,8,96
2510,"Spencer, Tracie",Still In My Heart,8,101
2511,Nu Flavor,3 Little Words,8,97
2512,Tamar,If You Don't Wanna Love Me,8,101
2513,"Levert, Gerald",Baby U Are,8,101
2514,"Hart, Beth",L.A. Song,8,90
2515,"Diffie, Joe",The Quittin' Kind,8,101
2516,Funkmaster Flex,Do You,8,101
2517,"Price, Kelly",Love Sets You Free,8,101
2518,En Vogue,Riddle,8,101
2519,"Herndon, Ty",No Mercy,8,92
2520,Anastacia,I'm Outta Love,8,101
2521,Trina,Pull Over,8,101
2522,Lil' Mo,Ta Da,8,101
2523,A*Teens,Dancing Queen,8,101
2524,"Sheist, Shade",Where I Wanna Be,8,101
2525,De La Soul,All Good?,8,101
2526,"Larrieux, Amel",Get Up,8,101
2527,"Braxton, Toni",Spanish Guitar,8,101
2528,Tuesday,I Know,8,101
2529,LL Cool J,Imagine That,8,101
2530,Master P,Souljas,8,101
2531,Ghostface Killah,Cherchez LaGhost,8,101
2532,"Smith, Will",Freakin' It,8,101
2533,Zombie Nation,Kernkraft 400,8,101
2534,"Eastsidaz, The",Got Beef,8,101
2535,Fragma,Toca's Miracle,8,101
2536,Destiny's Child,Independent Women Part I,9,1
2537,Santana,"Maria, Maria",9,1
2538,Savage Garden,I Knew I Loved You,9,4
2539,Madonna,Music,9,1
2540,"Aguilera, Christina",Come On Over Baby (All I Want Is You),9,9
2541,Janet,Doesn't Really Matter,9,10
2542,Destiny's Child,Say My Name,9,16
2543,"Iglesias, Enrique",Be With You,9,8
2544,Sisqo,Incomplete,9,1
2545,Lonestar,Amazed,9,32
2546,N'Sync,It's Gonna Be Me,9,7
2547,"Aguilera, Christina",What A Girl Wants,9,1
2548,Vertical Horizon,Everything You Want,9,22
2549,Creed,With Arms Wide Open,9,69
2550,Aaliyah,Try Again,9,12
2551,matchbox twenty,Bent,9,13
2552,"Carey, Mariah",Thank God I Found You,9,22
2553,"Hill, Faith",Breathe,9,28
2554,Mya,Case Of The Ex (Whatcha Gonna Do),9,17
2555,Dream,He Loves U Not,9,18
2556,"Braxton, Toni",He Wasn't Man Enough,9,2
2557,"Anthony, Marc",You Sang To Me,9,15
2558,98¡,Give Me Just One Night (Una Noche),9,3
2559,Destiny's Child,Jumpin' Jumpin',9,22
2560,3 Doors Down,Kryptonite,9,51
2561,Sisqo,Thong Song,9,13
2562,"Aguilera, Christina",I Turn To You,9,17
2563,"Houston, Whitney",My Love Is Your Love,9,8
2564,Joe,I Wanna Know,9,28
2565,"Jordan, Montell",Get It On.. Tonite,9,38
2566,N'Sync,Bye Bye Bye,9,5
2567,Eminem,The Real Slim Shady,9,5
2568,Pink,Most Girls,9,12
2569,"Mumba, Samantha",Gotta Tell You,9,9
2570,Blaque,Bring It All To Me,9,11
2571,"Elliott, Missy ""Misdemeanor""",Hot Boyz,9,7
2572,"Gray, Macy",I Try,9,8
2573,N'Sync,This I Promise You,9,6
2574,Ruff Endz,No More,9,7
2575,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,9,12
2576,Nine Days,Absolutely (Story Of A Girl),9,17
2577,"Dion, Celine",That's The Way It Is,9,17
2578,Blink-182,All The Small Things,9,26
2579,Eiffel 65,Blue (Da Ba Dee),9,7
